Latitude,Longitude,TMean (°C)
50.25,-76.28,1.546
50.25,-76.28,1.735
50.25,-76.28,1.71
50.25,-76.28,1.725
50.25,-76.28,1.765
50.25,-76.28,1.697
50.25,-76.28,1.421
50.25,-76.28,1.389
50.25,-76.28,1.452
50.25,-76.28,1.746
50.25,-76.28,1.362
50.25,-76.28,1.437
50.25,-76.28,1.675
50.25,-76.28,1.832
50.25,-76.28,1.718
50.25,-76.28,1.695
50.25,-76.28,1.488
50.48,-76.18,1.68
50.48,-76.18,1.786
50.48,-76.18,1.771
50.48,-76.18,1.542
50.48,-76.18,1.269
50.48,-76.18,1.426
50.48,-76.18,1.261
50.48,-76.18,1.379
50.48,-76.18,1.65
50.48,-76.18,1.691
50.48,-76.18,1.521
50.48,-76.18,1.419
50.48,-76.18,1.809
50.48,-76.18,1.474
50.48,-76.18,1.66
50.48,-76.18,1.636
50.48,-76.18,1.65
50.48,-76.18,1.693
50.48,-76.18,1.623
50.48,-76.18,1.349
50.48,-76.18,1.317
50.48,-76.18,1.379
50.48,-76.18,1.671
50.48,-76.18,1.291
50.48,-76.18,1.364
50.48,-76.18,1.601
50.48,-76.18,1.757
50.48,-76.18,1.644
50.48,-76.18,1.622
50.48,-76.18,1.414
50.42,-76.05,1.768
50.42,-76.05,1.874
50.42,-76.05,1.859
50.42,-76.05,1.63
50.42,-76.05,1.358
50.42,-76.05,1.514
50.42,-76.05,1.35
50.42,-76.05,1.467
50.42,-76.05,1.739
50.42,-76.05,1.778
50.42,-76.05,1.609
50.42,-76.05,1.507
50.42,-76.05,1.896
50.42,-76.05,1.563
50.42,-76.05,1.747
50.42,-76.05,1.724
50.42,-76.05,1.738
50.42,-76.05,1.781
50.42,-76.05,1.711
50.42,-76.05,1.437
50.42,-76.05,1.405
50.42,-76.05,1.468
50.42,-76.05,1.758
50.42,-76.05,1.38
50.42,-76.05,1.452
50.42,-76.05,1.689
50.42,-76.05,1.845
50.42,-76.05,1.731
50.42,-76.05,1.709
50.42,-76.05,1.502
50.42,-76.05,1.768
50.42,-76.05,1.874
50.42,-76.05,1.859
50.42,-76.05,1.63
50.42,-76.05,1.358
50.42,-76.05,1.514
50.42,-76.05,1.35
50.42,-76.05,1.467
50.42,-76.05,1.739
50.42,-76.05,1.778
50.42,-76.05,1.609
50.42,-76.05,1.507
50.42,-76.05,1.896
50.42,-76.05,1.563
50.42,-76.05,1.747
50.42,-76.05,1.724
50.42,-76.05,1.738
50.42,-76.05,1.781
50.42,-76.05,1.711
50.42,-76.05,1.437
50.42,-76.05,1.405
50.42,-76.05,1.468
50.42,-76.05,1.758
50.42,-76.05,1.38
50.42,-76.05,1.452
50.42,-76.05,1.689
50.42,-76.05,1.845
50.42,-76.05,1.731
50.42,-76.05,1.709
50.42,-76.05,1.502
50.42,-76.05,1.768
50.42,-76.05,1.874
50.42,-76.05,1.859
50.42,-76.05,1.63
50.42,-76.05,1.358
50.42,-76.05,1.514
50.42,-76.05,1.35
50.42,-76.05,1.467
50.42,-76.05,1.739
50.42,-76.05,1.778
50.42,-76.05,1.609
50.42,-76.05,1.507
50.42,-76.05,1.896
50.42,-76.05,1.563
50.42,-76.05,1.747
50.42,-76.05,1.724
50.42,-76.05,1.738
50.42,-76.05,1.781
50.42,-76.05,1.711
50.42,-76.05,1.437
50.42,-76.05,1.405
50.42,-76.05,1.468
50.42,-76.05,1.758
50.42,-76.05,1.38
50.42,-76.05,1.452
50.42,-76.05,1.689
50.42,-76.05,1.845
50.42,-76.05,1.731
50.42,-76.05,1.709
50.42,-76.05,1.502
50.41,-76.04,1.777
50.41,-76.04,1.883
50.41,-76.04,1.868
50.41,-76.04,1.639
50.41,-76.04,1.367
50.41,-76.04,1.523
50.41,-76.04,1.359
50.41,-76.04,1.477
50.41,-76.04,1.749
50.41,-76.04,1.788
50.41,-76.04,1.618
50.41,-76.04,1.516
50.41,-76.04,1.906
50.41,-76.04,1.572
50.41,-76.04,1.757
50.41,-76.04,1.734
50.41,-76.04,1.748
50.41,-76.04,1.791
50.41,-76.04,1.72
50.41,-76.04,1.446
50.41,-76.04,1.414
50.41,-76.04,1.477
50.41,-76.04,1.768
50.41,-76.04,1.389
50.41,-76.04,1.461
50.41,-76.04,1.698
50.41,-76.04,1.854
50.41,-76.04,1.74
50.41,-76.04,1.719
50.41,-76.04,1.511
50.41,-76.04,1.747
50.41,-76.04,1.853
50.41,-76.04,1.838
50.41,-76.04,1.609
50.41,-76.04,1.337
50.41,-76.04,1.493
50.41,-76.04,1.329
50.41,-76.04,1.447
50.41,-76.04,1.719
50.41,-76.04,1.758
50.41,-76.04,1.588
50.41,-76.04,1.486
50.41,-76.04,1.876
50.41,-76.04,1.542
50.41,-76.04,1.727
50.41,-76.04,1.704
50.41,-76.04,1.718
50.41,-76.04,1.761
50.41,-76.04,1.69
50.41,-76.04,1.416
50.41,-76.04,1.385
50.41,-76.04,1.447
50.41,-76.04,1.738
50.41,-76.04,1.359
50.41,-76.04,1.431
50.41,-76.04,1.668
50.41,-76.04,1.824
50.41,-76.04,1.71
50.41,-76.04,1.689
50.41,-76.04,1.481
50.3,-76.32,1.72
50.3,-76.32,1.824
50.3,-76.32,1.811
50.3,-76.32,1.581
50.3,-76.32,1.306
50.3,-76.32,1.465
50.3,-76.32,1.299
50.3,-76.32,1.415
50.3,-76.32,1.689
50.3,-76.32,1.732
50.3,-76.32,1.563
50.3,-76.32,1.459
50.3,-76.32,1.85
50.3,-76.32,1.511
50.3,-76.32,1.7
50.3,-76.32,1.675
50.3,-76.32,1.691
50.3,-76.32,1.731
50.3,-76.32,1.663
50.3,-76.32,1.387
50.3,-76.32,1.354
50.3,-76.32,1.418
50.3,-76.32,1.712
50.3,-76.32,1.328
50.3,-76.32,1.403
50.3,-76.32,1.64
50.3,-76.32,1.798
50.3,-76.32,1.684
50.3,-76.32,1.661
50.3,-76.32,1.454
50.3,-76.32,1.72
50.3,-76.32,1.824
50.3,-76.32,1.811
50.3,-76.32,1.581
50.3,-76.32,1.306
50.3,-76.32,1.465
50.3,-76.32,1.299
50.3,-76.32,1.415
50.3,-76.32,1.689
50.3,-76.32,1.732
50.3,-76.32,1.563
50.3,-76.32,1.459
50.3,-76.32,1.85
50.3,-76.32,1.511
50.3,-76.32,1.7
50.3,-76.32,1.675
50.3,-76.32,1.691
50.3,-76.32,1.731
50.3,-76.32,1.663
50.3,-76.32,1.387
50.3,-76.32,1.354
50.3,-76.32,1.418
50.3,-76.32,1.712
50.3,-76.32,1.328
50.3,-76.32,1.403
50.3,-76.32,1.64
50.3,-76.32,1.798
50.3,-76.32,1.684
50.3,-76.32,1.661
50.3,-76.32,1.454
50.3,-76.31,1.711
50.3,-76.31,1.815
50.3,-76.31,1.801
50.3,-76.31,1.572
50.3,-76.31,1.297
50.3,-76.31,1.456
50.3,-76.31,1.29
50.3,-76.31,1.405
50.3,-76.31,1.679
50.3,-76.31,1.723
50.3,-76.31,1.553
50.3,-76.31,1.449
50.3,-76.31,1.841
50.3,-76.31,1.502
50.3,-76.31,1.691
50.3,-76.31,1.666
50.3,-76.31,1.681
50.3,-76.31,1.722
50.3,-76.31,1.653
50.3,-76.31,1.377
50.3,-76.31,1.345
50.3,-76.31,1.408
50.3,-76.31,1.703
50.3,-76.31,1.318
50.3,-76.31,1.394
50.3,-76.31,1.631
50.3,-76.31,1.788
50.3,-76.31,1.674
50.3,-76.31,1.652
50.3,-76.31,1.444
50.02,-76.37,1.944
50.02,-76.37,2.039
50.02,-76.37,2.031
50.02,-76.37,1.795
50.02,-76.37,1.517
50.02,-76.37,1.674
50.02,-76.37,1.505
50.02,-76.37,1.607
50.02,-76.37,1.895
50.02,-76.37,1.964
50.02,-76.37,1.782
50.02,-76.37,1.678
50.02,-76.37,2.061
50.02,-76.37,1.726
50.02,-76.37,1.924
50.02,-76.37,1.873
50.02,-76.37,1.911
50.02,-76.37,1.959
50.02,-76.37,1.88
50.02,-76.37,1.605
50.02,-76.37,1.552
50.02,-76.37,1.637
50.02,-76.37,1.919
50.02,-76.37,1.537
50.02,-76.37,1.63
50.02,-76.37,1.867
50.02,-76.37,2.02
50.02,-76.37,1.893
50.02,-76.37,1.877
50.02,-76.37,1.652
50.02,-76.37,1.94
50.02,-76.37,2.035
50.02,-76.37,2.027
50.02,-76.37,1.791
50.02,-76.37,1.513
50.02,-76.37,1.67
50.02,-76.37,1.501
50.02,-76.37,1.603
50.02,-76.37,1.891
50.02,-76.37,1.96
50.02,-76.37,1.778
50.02,-76.37,1.674
50.02,-76.37,2.057
50.02,-76.37,1.722
50.02,-76.37,1.92
50.02,-76.37,1.869
50.02,-76.37,1.907
50.02,-76.37,1.955
50.02,-76.37,1.876
50.02,-76.37,1.601
50.02,-76.37,1.548
50.02,-76.37,1.633
50.02,-76.37,1.915
50.02,-76.37,1.533
50.02,-76.37,1.626
50.02,-76.37,1.863
50.02,-76.37,2.016
50.02,-76.37,1.889
50.02,-76.37,1.873
50.02,-76.37,1.648
50.03,-76.36,1.931
50.03,-76.36,2.027
50.03,-76.36,2.019
50.03,-76.36,1.783
50.03,-76.36,1.505
50.03,-76.36,1.662
50.03,-76.36,1.493
50.03,-76.36,1.594
50.03,-76.36,1.882
50.03,-76.36,1.952
50.03,-76.36,1.769
50.03,-76.36,1.666
50.03,-76.36,2.048
50.03,-76.36,1.714
50.03,-76.36,1.912
50.03,-76.36,1.86
50.03,-76.36,1.899
50.03,-76.36,1.946
50.03,-76.36,1.867
50.03,-76.36,1.592
50.03,-76.36,1.539
50.03,-76.36,1.624
50.03,-76.36,1.906
50.03,-76.36,1.524
50.03,-76.36,1.617
50.03,-76.36,1.854
50.03,-76.36,2.007
50.03,-76.36,1.881
50.03,-76.36,1.865
50.03,-76.36,1.639
50.03,-76.36,1.935
50.03,-76.36,2.031
50.03,-76.36,2.023
50.03,-76.36,1.787
50.03,-76.36,1.509
50.03,-76.36,1.666
50.03,-76.36,1.497
50.03,-76.36,1.598
50.03,-76.36,1.886
50.03,-76.36,1.956
50.03,-76.36,1.773
50.03,-76.36,1.67
50.03,-76.36,2.052
50.03,-76.36,1.718
50.03,-76.36,1.916
50.03,-76.36,1.864
50.03,-76.36,1.903
50.03,-76.36,1.95
50.03,-76.36,1.871
50.03,-76.36,1.596
50.03,-76.36,1.543
50.03,-76.36,1.628
50.03,-76.36,1.91
50.03,-76.36,1.528
50.03,-76.36,1.621
50.03,-76.36,1.858
50.03,-76.36,2.011
50.03,-76.36,1.885
50.03,-76.36,1.869
50.03,-76.36,1.643
50.03,-76.35,1.939
50.03,-76.35,2.035
50.03,-76.35,2.027
50.03,-76.35,1.791
50.03,-76.35,1.513
50.03,-76.35,1.67
50.03,-76.35,1.501
50.03,-76.35,1.603
50.03,-76.35,1.891
50.03,-76.35,1.96
50.03,-76.35,1.777
50.03,-76.35,1.674
50.03,-76.35,2.057
50.03,-76.35,1.722
50.03,-76.35,1.92
50.03,-76.35,1.869
50.03,-76.35,1.907
50.03,-76.35,1.955
50.03,-76.35,1.875
50.03,-76.35,1.6
50.03,-76.35,1.548
50.03,-76.35,1.633
50.03,-76.35,1.915
50.03,-76.35,1.533
50.03,-76.35,1.626
50.03,-76.35,1.863
50.03,-76.35,2.016
50.03,-76.35,1.889
50.03,-76.35,1.873
50.03,-76.35,1.647
50,-76.36,1.969
50,-76.36,2.065
50,-76.36,2.057
50,-76.36,1.821
50,-76.36,1.543
50,-76.36,1.7
50,-76.36,1.531
50,-76.36,1.632
50,-76.36,1.921
50,-76.36,1.99
50,-76.36,1.807
50,-76.36,1.704
50,-76.36,2.087
50,-76.36,1.752
50,-76.36,1.95
50,-76.36,1.899
50,-76.36,1.937
50,-76.36,1.985
50,-76.36,1.905
50,-76.36,1.631
50,-76.36,1.578
50,-76.36,1.663
50,-76.36,1.945
50,-76.36,1.563
50,-76.36,1.656
50,-76.36,1.893
50,-76.36,2.046
50,-76.36,1.919
50,-76.36,1.903
50,-76.36,1.677
50,-76.36,1.961
50,-76.36,2.057
50,-76.36,2.049
50,-76.36,1.813
50,-76.36,1.535
50,-76.36,1.692
50,-76.36,1.523
50,-76.36,1.624
50,-76.36,1.913
50,-76.36,1.982
50,-76.36,1.799
50,-76.36,1.696
50,-76.36,2.079
50,-76.36,1.744
50,-76.36,1.942
50,-76.36,1.891
50,-76.36,1.929
50,-76.36,1.977
50,-76.36,1.897
50,-76.36,1.623
50,-76.36,1.57
50,-76.36,1.655
50,-76.36,1.937
50,-76.36,1.555
50,-76.36,1.648
50,-76.36,1.885
50,-76.36,2.038
50,-76.36,1.911
50,-76.36,1.895
50,-76.36,1.669
50,-76.35,1.957
50,-76.35,2.052
50,-76.35,2.044
50,-76.35,1.808
50,-76.35,1.53
50,-76.35,1.687
50,-76.35,1.518
50,-76.35,1.62
50,-76.35,1.908
50,-76.35,1.977
50,-76.35,1.795
50,-76.35,1.691
50,-76.35,2.074
50,-76.35,1.739
50,-76.35,1.937
50,-76.35,1.886
50,-76.35,1.924
50,-76.35,1.972
50,-76.35,1.893
50,-76.35,1.618
50,-76.35,1.565
50,-76.35,1.65
50,-76.35,1.932
50,-76.35,1.55
50,-76.35,1.643
50,-76.35,1.88
50,-76.35,2.033
50,-76.35,1.906
50,-76.35,1.89
50,-76.35,1.665
50.4,-76.41,1.657
50.4,-76.41,1.753
50.4,-76.41,1.745
50.4,-76.41,1.509
50.4,-76.41,1.231
50.4,-76.41,1.389
50.4,-76.41,1.219
50.4,-76.41,1.321
50.4,-76.41,1.609
50.4,-76.41,1.679
50.4,-76.41,1.495
50.4,-76.41,1.392
50.4,-76.41,1.775
50.4,-76.41,1.439
50.4,-76.41,1.638
50.4,-76.41,1.587
50.4,-76.41,1.626
50.4,-76.41,1.673
50.4,-76.41,1.594
50.4,-76.41,1.318
50.4,-76.41,1.266
50.4,-76.41,1.35
50.4,-76.41,1.633
50.4,-76.41,1.251
50.4,-76.41,1.343
50.4,-76.41,1.58
50.4,-76.41,1.734
50.4,-76.41,1.608
50.4,-76.41,1.591
50.4,-76.41,1.364
50.4,-76.41,1.652
50.4,-76.41,1.749
50.4,-76.41,1.741
50.4,-76.41,1.504
50.4,-76.41,1.227
50.4,-76.41,1.384
50.4,-76.41,1.214
50.4,-76.41,1.316
50.4,-76.41,1.604
50.4,-76.41,1.674
50.4,-76.41,1.49
50.4,-76.41,1.387
50.4,-76.41,1.77
50.4,-76.41,1.434
50.4,-76.41,1.633
50.4,-76.41,1.582
50.4,-76.41,1.621
50.4,-76.41,1.668
50.4,-76.41,1.589
50.4,-76.41,1.313
50.4,-76.41,1.261
50.4,-76.41,1.346
50.4,-76.41,1.628
50.4,-76.41,1.247
50.4,-76.41,1.338
50.4,-76.41,1.575
50.4,-76.41,1.729
50.4,-76.41,1.603
50.4,-76.41,1.586
50.4,-76.41,1.36
50.4,-76.4,1.652
50.4,-76.4,1.749
50.4,-76.4,1.741
50.4,-76.4,1.504
50.4,-76.4,1.227
50.4,-76.4,1.384
50.4,-76.4,1.215
50.4,-76.4,1.317
50.4,-76.4,1.604
50.4,-76.4,1.674
50.4,-76.4,1.49
50.4,-76.4,1.387
50.4,-76.4,1.77
50.4,-76.4,1.434
50.4,-76.4,1.633
50.4,-76.4,1.582
50.4,-76.4,1.621
50.4,-76.4,1.668
50.4,-76.4,1.589
50.4,-76.4,1.313
50.4,-76.4,1.261
50.4,-76.4,1.346
50.4,-76.4,1.629
50.4,-76.4,1.247
50.4,-76.4,1.338
50.4,-76.4,1.575
50.4,-76.4,1.73
50.4,-76.4,1.603
50.4,-76.4,1.587
50.4,-76.4,1.36
50.4,-76.4,1.652
50.4,-76.4,1.749
50.4,-76.4,1.741
50.4,-76.4,1.504
50.4,-76.4,1.227
50.4,-76.4,1.384
50.4,-76.4,1.215
50.4,-76.4,1.317
50.4,-76.4,1.604
50.4,-76.4,1.674
50.4,-76.4,1.49
50.4,-76.4,1.387
50.4,-76.4,1.77
50.4,-76.4,1.434
50.4,-76.4,1.633
50.4,-76.4,1.582
50.4,-76.4,1.621
50.4,-76.4,1.668
50.4,-76.4,1.589
50.4,-76.4,1.313
50.4,-76.4,1.261
50.4,-76.4,1.346
50.4,-76.4,1.629
50.4,-76.4,1.247
50.4,-76.4,1.338
50.4,-76.4,1.575
50.4,-76.4,1.73
50.4,-76.4,1.603
50.4,-76.4,1.587
50.4,-76.4,1.36
50.31,-76.2,1.68
50.31,-76.2,1.786
50.31,-76.2,1.771
50.31,-76.2,1.542
50.31,-76.2,1.269
50.31,-76.2,1.426
50.31,-76.2,1.261
50.31,-76.2,1.378
50.31,-76.2,1.65
50.31,-76.2,1.691
50.31,-76.2,1.521
50.31,-76.2,1.419
50.31,-76.2,1.809
50.31,-76.2,1.474
50.31,-76.2,1.66
50.31,-76.2,1.636
50.31,-76.2,1.65
50.31,-76.2,1.693
50.31,-76.2,1.623
50.31,-76.2,1.348
50.31,-76.2,1.316
50.31,-76.2,1.379
50.31,-76.2,1.671
50.31,-76.2,1.29
50.31,-76.2,1.364
50.31,-76.2,1.601
50.31,-76.2,1.757
50.31,-76.2,1.643
50.31,-76.2,1.621
50.31,-76.2,1.414
50.1,-75.83,2.021
50.1,-75.83,2.127
50.1,-75.83,2.112
50.1,-75.83,1.884
50.1,-75.83,1.612
50.1,-75.83,1.768
50.1,-75.83,1.605
50.1,-75.83,1.723
50.1,-75.83,1.995
50.1,-75.83,2.032
50.1,-75.83,1.863
50.1,-75.83,1.761
50.1,-75.83,2.15
50.1,-75.83,1.817
50.1,-75.83,2
50.1,-75.83,1.98
50.1,-75.83,1.993
50.1,-75.83,2.035
50.1,-75.83,1.964
50.1,-75.83,1.69
50.1,-75.83,1.66
50.1,-75.83,1.722
50.1,-75.83,2.012
50.1,-75.83,1.636
50.1,-75.83,1.706
50.1,-75.83,1.941
50.1,-75.83,2.099
50.1,-75.83,1.984
50.1,-75.83,1.963
50.1,-75.83,1.755
50.1,-75.83,3.175
50.1,-75.83,3.281
50.1,-75.83,3.266
50.1,-75.83,3.038
50.1,-75.83,2.766
50.1,-75.83,2.922
50.1,-75.83,2.758
50.1,-75.83,2.876
50.1,-75.83,3.148
50.1,-75.83,3.186
50.1,-75.83,3.016
50.1,-75.83,2.915
50.1,-75.83,3.303
50.1,-75.83,2.971
50.1,-75.83,3.154
50.1,-75.83,3.133
50.1,-75.83,3.146
50.1,-75.83,3.189
50.1,-75.83,3.118
50.1,-75.83,2.844
50.1,-75.83,2.813
50.1,-75.83,2.876
50.1,-75.83,3.165
50.1,-75.83,2.789
50.1,-75.83,2.86
50.1,-75.83,3.096
50.1,-75.83,3.252
50.1,-75.83,3.138
50.1,-75.83,3.117
50.1,-75.83,2.91
49.98,-76.08,2.055
49.98,-76.08,2.16
49.98,-76.08,2.146
49.98,-76.08,1.918
49.98,-76.08,1.644
49.98,-76.08,1.801
49.98,-76.08,1.637
49.98,-76.08,1.754
49.98,-76.08,2.026
49.98,-76.08,2.066
49.98,-76.08,1.896
49.98,-76.08,1.794
49.98,-76.08,2.183
49.98,-76.08,1.85
49.98,-76.08,2.035
49.98,-76.08,2.012
49.98,-76.08,2.026
49.98,-76.08,2.068
49.98,-76.08,1.998
49.98,-76.08,1.724
49.98,-76.08,1.692
49.98,-76.08,1.755
49.98,-76.08,2.046
49.98,-76.08,1.666
49.98,-76.08,1.739
49.98,-76.08,1.976
49.98,-76.08,2.132
49.98,-76.08,2.018
49.98,-76.08,1.996
49.98,-76.08,1.789
49.98,-76.08,2.043
49.98,-76.08,2.148
49.98,-76.08,2.134
49.98,-76.08,1.905
49.98,-76.08,1.632
49.98,-76.08,1.789
49.98,-76.08,1.624
49.98,-76.08,1.741
49.98,-76.08,2.014
49.98,-76.08,2.054
49.98,-76.08,1.884
49.98,-76.08,1.782
49.98,-76.08,2.171
49.98,-76.08,1.837
49.98,-76.08,2.022
49.98,-76.08,2
49.98,-76.08,2.013
49.98,-76.08,2.056
49.98,-76.08,1.985
49.98,-76.08,1.711
49.98,-76.08,1.679
49.98,-76.08,1.742
49.98,-76.08,2.033
49.98,-76.08,1.654
49.98,-76.08,1.727
49.98,-76.08,1.964
49.98,-76.08,2.12
49.98,-76.08,2.006
49.98,-76.08,1.984
49.98,-76.08,1.777
50.4,-76.79,1.749
50.4,-76.79,1.845
50.4,-76.79,1.835
50.4,-76.79,1.597
50.4,-76.79,1.32
50.4,-76.79,1.478
50.4,-76.79,1.309
50.4,-76.79,1.41
50.4,-76.79,1.697
50.4,-76.79,1.769
50.4,-76.79,1.587
50.4,-76.79,1.482
50.4,-76.79,1.867
50.4,-76.79,1.527
50.4,-76.79,1.73
50.4,-76.79,1.674
50.4,-76.79,1.715
50.4,-76.79,1.761
50.4,-76.79,1.685
50.4,-76.79,1.408
50.4,-76.79,1.355
50.4,-76.79,1.438
50.4,-76.79,1.725
50.4,-76.79,1.34
50.4,-76.79,1.432
50.4,-76.79,1.67
50.4,-76.79,1.825
50.4,-76.79,1.701
50.4,-76.79,1.682
50.4,-76.79,1.455
50.2,-76.78,1.932
50.2,-76.78,2.028
50.2,-76.78,2.02
50.2,-76.78,1.782
50.2,-76.78,1.504
50.2,-76.78,1.662
50.2,-76.78,1.492
50.2,-76.78,1.593
50.2,-76.78,1.88
50.2,-76.78,1.953
50.2,-76.78,1.77
50.2,-76.78,1.666
50.2,-76.78,2.05
50.2,-76.78,1.711
50.2,-76.78,1.913
50.2,-76.78,1.859
50.2,-76.78,1.899
50.2,-76.78,1.946
50.2,-76.78,1.868
50.2,-76.78,1.591
50.2,-76.78,1.539
50.2,-76.78,1.623
50.2,-76.78,1.909
50.2,-76.78,1.523
50.2,-76.78,1.616
50.2,-76.78,1.855
50.2,-76.78,2.009
50.2,-76.78,1.884
50.2,-76.78,1.866
50.2,-76.78,1.639
50.23,-76.21,3.105
50.23,-76.21,3.21
50.23,-76.21,3.196
50.23,-76.21,2.966
50.23,-76.21,2.693
50.23,-76.21,2.85
50.23,-76.21,2.685
50.23,-76.21,2.802
50.23,-76.21,3.074
50.23,-76.21,3.115
50.23,-76.21,2.945
50.23,-76.21,2.843
50.23,-76.21,3.233
50.23,-76.21,2.898
50.23,-76.21,3.084
50.23,-76.21,3.06
50.23,-76.21,3.074
50.23,-76.21,3.117
50.23,-76.21,3.047
50.23,-76.21,2.773
50.23,-76.21,2.741
50.23,-76.21,2.803
50.23,-76.21,3.095
50.23,-76.21,2.714
50.23,-76.21,2.788
50.23,-76.21,3.025
50.23,-76.21,3.181
50.23,-76.21,3.068
50.23,-76.21,3.046
50.23,-76.21,2.838
50.23,-76.21,3.105
50.23,-76.21,3.21
50.23,-76.21,3.196
50.23,-76.21,2.966
50.23,-76.21,2.693
50.23,-76.21,2.85
50.23,-76.21,2.685
50.23,-76.21,2.802
50.23,-76.21,3.074
50.23,-76.21,3.115
50.23,-76.21,2.945
50.23,-76.21,2.843
50.23,-76.21,3.233
50.23,-76.21,2.898
50.23,-76.21,3.084
50.23,-76.21,3.06
50.23,-76.21,3.074
50.23,-76.21,3.117
50.23,-76.21,3.047
50.23,-76.21,2.773
50.23,-76.21,2.741
50.23,-76.21,2.803
50.23,-76.21,3.095
50.23,-76.21,2.714
50.23,-76.21,2.788
50.23,-76.21,3.025
50.23,-76.21,3.181
50.23,-76.21,3.068
50.23,-76.21,3.046
50.23,-76.21,2.838
50.84,-75.81,1.395
50.84,-75.81,1.501
50.84,-75.81,1.486
50.84,-75.81,1.257
50.84,-75.81,0.986
50.84,-75.81,1.141
50.84,-75.81,0.977
50.84,-75.81,1.096
50.84,-75.81,1.367
50.84,-75.81,1.405
50.84,-75.81,1.235
50.84,-75.81,1.134
50.84,-75.81,1.523
50.84,-75.81,1.19
50.84,-75.81,1.374
50.84,-75.81,1.352
50.84,-75.81,1.365
50.84,-75.81,1.409
50.84,-75.81,1.337
50.84,-75.81,1.064
50.84,-75.81,1.033
50.84,-75.81,1.095
50.84,-75.81,1.385
50.84,-75.81,1.007
50.84,-75.81,1.079
50.84,-75.81,1.316
50.84,-75.81,1.472
50.84,-75.81,1.358
50.84,-75.81,1.337
50.84,-75.81,1.129
50.84,-75.81,1.365
50.84,-75.81,1.471
50.84,-75.81,1.456
50.84,-75.81,1.227
50.84,-75.81,0.956
50.84,-75.81,1.111
50.84,-75.81,0.947
50.84,-75.81,1.065
50.84,-75.81,1.337
50.84,-75.81,1.375
50.84,-75.81,1.205
50.84,-75.81,1.104
50.84,-75.81,1.493
50.84,-75.81,1.16
50.84,-75.81,1.344
50.84,-75.81,1.322
50.84,-75.81,1.335
50.84,-75.81,1.379
50.84,-75.81,1.307
50.84,-75.81,1.034
50.84,-75.81,1.003
50.84,-75.81,1.065
50.84,-75.81,1.354
50.84,-75.81,0.977
50.84,-75.81,1.049
50.84,-75.81,1.286
50.84,-75.81,1.441
50.84,-75.81,1.327
50.84,-75.81,1.306
50.84,-75.81,1.099
50.79,-76.89,1.564
50.79,-76.89,1.66
50.79,-76.89,1.651
50.79,-76.89,1.413
50.79,-76.89,1.136
50.79,-76.89,1.294
50.79,-76.89,1.124
50.79,-76.89,1.226
50.79,-76.89,1.514
50.79,-76.89,1.584
50.79,-76.89,1.402
50.79,-76.89,1.297
50.79,-76.89,1.682
50.79,-76.89,1.344
50.79,-76.89,1.545
50.79,-76.89,1.49
50.79,-76.89,1.531
50.79,-76.89,1.577
50.79,-76.89,1.501
50.79,-76.89,1.223
50.79,-76.89,1.171
50.79,-76.89,1.254
50.79,-76.89,1.541
50.79,-76.89,1.156
50.79,-76.89,1.247
50.79,-76.89,1.486
50.79,-76.89,1.641
50.79,-76.89,1.516
50.79,-76.89,1.497
50.79,-76.89,1.27
50.79,-76.89,1.547
50.79,-76.89,1.643
50.79,-76.89,1.633
50.79,-76.89,1.395
50.79,-76.89,1.118
50.79,-76.89,1.276
50.79,-76.89,1.107
50.79,-76.89,1.208
50.79,-76.89,1.496
50.79,-76.89,1.566
50.79,-76.89,1.384
50.79,-76.89,1.279
50.79,-76.89,1.664
50.79,-76.89,1.326
50.79,-76.89,1.527
50.79,-76.89,1.473
50.79,-76.89,1.513
50.79,-76.89,1.56
50.79,-76.89,1.483
50.79,-76.89,1.206
50.79,-76.89,1.153
50.79,-76.89,1.236
50.79,-76.89,1.523
50.79,-76.89,1.138
50.79,-76.89,1.229
50.79,-76.89,1.468
50.79,-76.89,1.623
50.79,-76.89,1.498
50.79,-76.89,1.479
50.79,-76.89,1.252
51.02,-76.31,1.482
51.02,-76.31,1.588
51.02,-76.31,1.572
51.02,-76.31,1.342
51.02,-76.31,1.071
51.02,-76.31,1.228
51.02,-76.31,1.063
51.02,-76.31,1.18
51.02,-76.31,1.451
51.02,-76.31,1.491
51.02,-76.31,1.323
51.02,-76.31,1.22
51.02,-76.31,1.61
51.02,-76.31,1.275
51.02,-76.31,1.461
51.02,-76.31,1.436
51.02,-76.31,1.45
51.02,-76.31,1.493
51.02,-76.31,1.424
51.02,-76.31,1.151
51.02,-76.31,1.118
51.02,-76.31,1.179
51.02,-76.31,1.473
51.02,-76.31,1.093
51.02,-76.31,1.165
51.02,-76.31,1.402
51.02,-76.31,1.558
51.02,-76.31,1.445
51.02,-76.31,1.422
51.02,-76.31,1.216
51.02,-76.31,1.465
51.02,-76.31,1.57
51.02,-76.31,1.554
51.02,-76.31,1.325
51.02,-76.31,1.054
51.02,-76.31,1.21
51.02,-76.31,1.046
51.02,-76.31,1.163
51.02,-76.31,1.433
51.02,-76.31,1.474
51.02,-76.31,1.306
51.02,-76.31,1.203
51.02,-76.31,1.592
51.02,-76.31,1.258
51.02,-76.31,1.444
51.02,-76.31,1.419
51.02,-76.31,1.433
51.02,-76.31,1.476
51.02,-76.31,1.407
51.02,-76.31,1.133
51.02,-76.31,1.101
51.02,-76.31,1.162
